locus_tag,gene,product,bp_length
BINCMBPP_01578,rimP,Ribosome maturation factor RimP,627
BINCMBPP_01579,nusA,Transcription termination/antitermination protein NusA,1632
BINCMBPP_01580,,hypothetical protein,636
BINCMBPP_01581,infB,Translation initiation factor IF-2,2529
BINCMBPP_01582,rbfA,Ribosome-binding factor A,405
BINCMBPP_01583,truB,tRNA pseudouridine synthase B,963
BINCMBPP_01584,entS_2,Enterobactin exporter EntS,1629
BINCMBPP_01585,rpsO,30S ribosomal protein S15,270
BINCMBPP_01586,pnp,Polyribonucleotide nucleotidyltransferase,2196
BINCMBPP_01587,rsmC,Ribosomal RNA small subunit methyltransferase C,1011
BINCMBPP_01588,hslU,ATP-dependent protease ATPase subunit HslU,1311
BINCMBPP_01589,hslV,ATP-dependent protease subunit HslV,582
BINCMBPP_01590,ansZ,L-asparaginase 2,990
BINCMBPP_01591,coaA,Pantothenate kinase,999
BINCMBPP_01592,pepA,cytosol aminopeptidase,1368
BINCMBPP_01593,,hypothetical protein,879
BINCMBPP_01594,mutT,8-oxo-dGTP diphosphatase,414
BINCMBPP_01595,oat2,Glutamate N-acetyltransferase 2,1233
BINCMBPP_01596,prsA,Foldase protein PrsA,954
BINCMBPP_01597,secA,Protein translocase subunit SecA,2718
BINCMBPP_01598,fur,Ferric uptake regulation protein,420
BINCMBPP_01599,prfA,Peptide chain release factor RF1,1080
BINCMBPP_01600,prmC_2,Release factor glutamine methyltransferase,867
BINCMBPP_01601,nrdF2,Ribonucleoside-diphosphate reductase subunit beta nrdF2,975
BINCMBPP_01602,nrdE2,Ribonucleoside-diphosphate reductase subunit alpha 2,2151
BINCMBPP_01603,nrdI,Protein NrdI,399
BINCMBPP_01604,nrdH,Glutaredoxin-like protein NrdH,225
BINCMBPP_01605,scaC,Manganese import ATP-binding protein ScaC,753
BINCMBPP_01606,mntC,Manganese transport system membrane protein MntC,870
BINCMBPP_01607,,putative periplasmic iron-binding protein,921
BINCMBPP_01608,ugpC,sn-glycerol-3-phosphate import ATP-binding protein UgpC,1047
BINCMBPP_01609,araQ,L-arabinose transport system permease protein AraQ,852
BINCMBPP_01610,ugpA,sn-glycerol-3-phosphate transport system permease protein UgpA,885
BINCMBPP_01611,ugpB,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,1335
BINCMBPP_01612,ugpQ,"Glycerophosphodiester phosphodiesterase, cytoplasmic",723
BINCMBPP_01613,guaA,GMP synthase [glutamine-hydrolyzing],1557
BINCMBPP_01614,rsmB_2,Ribosomal RNA small subunit methyltransferase B,1287
BINCMBPP_01615,,hypothetical protein,147
BINCMBPP_01616,guaB,Inosine-5'-monophosphate dehydrogenase,1500
BINCMBPP_01617,clsC,Cardiolipin synthase C,1572
BINCMBPP_01618,zraR,Transcriptional regulatory protein ZraR,1386
BINCMBPP_01619,,hypothetical protein,369
BINCMBPP_01620,kdsD,Arabinose 5-phosphate isomerase KdsD,993
BINCMBPP_01621,gtaB,UTP--glucose-1-phosphate uridylyltransferase,891
BINCMBPP_01622,,hypothetical protein,1257
BINCMBPP_01623,,hypothetical protein,1077
BINCMBPP_01624,dcp,Dipeptidyl carboxypeptidase,2025
BINCMBPP_01625,,Magnesium transporter MgtE,1377
BINCMBPP_01626,,hypothetical protein,189
BINCMBPP_01627,typA,GTP-binding protein TypA/BipA,1827
BINCMBPP_01628,ppa,Inorganic pyrophosphatase,531
BINCMBPP_01629,,hypothetical protein,315
BINCMBPP_01630,,hypothetical protein,294
BINCMBPP_01631,,hypothetical protein,561
BINCMBPP_01632,rppH,RNA pyrophosphohydrolase,522
BINCMBPP_01633,,putative CtpA-like serine protease,1311
BINCMBPP_01634,,hypothetical protein,1281
BINCMBPP_01635,rlmH,Ribosomal RNA large subunit methyltransferase H,483
BINCMBPP_01636,rsfS,Ribosomal silencing factor RsfS,429
BINCMBPP_01637,nadD,nicotinate-nucleotide adenylyltransferase,594
BINCMBPP_01638,proA,Gamma-glutamyl phosphate reductase,1260
BINCMBPP_01639,proB,Glutamate 5-kinase,1164
BINCMBPP_01640,cgtA,GTPase Obg/CgtA,1026
BINCMBPP_01641,rlmE,Ribosomal RNA large subunit methyltransferase E,753
BINCMBPP_01642,gppA,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",1311
BINCMBPP_01643,,hypothetical protein,600
BINCMBPP_01644,,hypothetical protein,1590
BINCMBPP_01645,,hypothetical protein,516
BINCMBPP_01646,,hypothetical protein,498
BINCMBPP_01647,lpxD_4,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,834
BINCMBPP_01649,ehpR,Phenazine antibiotic resistance protein EhpR,390
BINCMBPP_01650,,hypothetical protein,165
BINCMBPP_01651,,hypothetical protein,663
BINCMBPP_01652,,hypothetical protein,330
BINCMBPP_01653,,hypothetical protein,504
BINCMBPP_01655,lpxD_5,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,753
BINCMBPP_01656,,hypothetical protein,438
BINCMBPP_01658,,hypothetical protein,426
BINCMBPP_01659,,hypothetical protein,672
NMIIJIPG_00001,,hypothetical protein,519
NMIIJIPG_00002,,hypothetical protein,270
NMIIJIPG_00003,,hypothetical protein,282
NMIIJIPG_00004,entS_1,Enterobactin exporter EntS,1212
NMIIJIPG_00005,tmk_1,Thymidylate kinase,660
NMIIJIPG_00006,,hypothetical protein,351
NMIIJIPG_00007,,hypothetical protein,240
NMIIJIPG_00008,,hypothetical protein,1215
NMIIJIPG_00009,ddaF,Dapdiamide A synthase,1206
NMIIJIPG_00010,,hypothetical protein,1161
NMIIJIPG_00011,,hypothetical protein,480
NMIIJIPG_00012,ribC,Riboflavin synthase,240
NMIIJIPG_00014,,hypothetical protein,2517
NMIIJIPG_00015,,hypothetical protein,135
NMIIJIPG_00016,rpmA,50S ribosomal protein L27,270
NMIIJIPG_00017,,hypothetical protein,489
NMIIJIPG_00019,ehpR_1,Phenazine antibiotic resistance protein EhpR,390
NMIIJIPG_00020,pgi,Glucose-6-phosphate isomerase,1665
NMIIJIPG_00021,mdtC,Multidrug resistance protein MdtC,3123
NMIIJIPG_00022,mdtA,Multidrug resistance protein MdtA,1107
NMIIJIPG_00024,fhs,Formate--tetrahydrofolate ligase,1674
NMIIJIPG_00025,rpsU,30S ribosomal protein S21,207
NMIIJIPG_00026,,hypothetical protein,570
NMIIJIPG_00027,,hypothetical protein,495
NMIIJIPG_00028,fabA,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,510
NMIIJIPG_00029,fabB,3-oxoacyl-[acyl-carrier-protein] synthase 1,1221
NMIIJIPG_00030,fabI_1,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,819
NMIIJIPG_00031,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],1023
NMIIJIPG_00032,,hypothetical protein,837
NMIIJIPG_00033,cyoC,Cytochrome bo(3) ubiquinol oxidase subunit 3,666
NMIIJIPG_00034,cyoB,Cytochrome bo(3) ubiquinol oxidase subunit 1,2019
NMIIJIPG_00035,cyoA,Cytochrome bo(3) ubiquinol oxidase subunit 2,1008
NMIIJIPG_00036,aroQ,3-dehydroquinate dehydratase,465
NMIIJIPG_00037,recF,DNA replication and repair protein RecF,1143
NMIIJIPG_00038,dnaN,Beta sliding clamp,1122
NMIIJIPG_00039,dnaA_1,Chromosomal replication initiator protein DnaA,1566
NMIIJIPG_00040,rpsT,30S ribosomal protein S20,267
NMIIJIPG_00041,acnA,Aconitate hydratase A,2688
NMIIJIPG_00042,ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA,642
NMIIJIPG_00043,ccmB,Heme exporter protein B,669
NMIIJIPG_00044,ccmC,Heme exporter protein C,729
NMIIJIPG_00045,,hypothetical protein,252
NMIIJIPG_00046,cycY,Thiol:disulfide interchange protein CycY,627
NMIIJIPG_00047,,hypothetical protein,531
NMIIJIPG_00048,aruC,Succinylornithine transaminase/acetylornithine aminotransferase,1206
NMIIJIPG_00049,argF,"Ornithine carbamoyltransferase, anabolic",957
NMIIJIPG_00050,hslO,33 kDa chaperonin,1002
NMIIJIPG_00051,mutS2,Endonuclease MutS2,609
NMIIJIPG_00052,,hypothetical protein,693
NMIIJIPG_00053,,hypothetical protein,507
NMIIJIPG_00054,secB,Protein-export protein SecB,483
NMIIJIPG_00055,tme,NADP-dependent malic enzyme,2292
NMIIJIPG_00056,mutS,DNA mismatch repair protein MutS,2736
NMIIJIPG_00057,ilvD,Dihydroxy-acid dehydratase,1839
NMIIJIPG_00059,,hypothetical protein,381
NMIIJIPG_00060,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,1329
NMIIJIPG_00061,cmk,Cytidylate kinase,648
NMIIJIPG_00062,rpsA,30S ribosomal protein S1,1701
NMIIJIPG_00063,ndvB,"Cyclic beta-(1,2)-glucan synthase NdvB",8577
NMIIJIPG_00064,pncB,Nicotinate phosphoribosyltransferase,1305
NMIIJIPG_00065,ybaN,Inner membrane protein YbaN,387
NMIIJIPG_00066,mntB_1,Manganese transport system membrane protein MntB,906
NMIIJIPG_00067,mntB_2,Manganese transport system membrane protein MntB,867
NMIIJIPG_00068,mntB_3,Manganese transport system ATP-binding protein MntB,831
NMIIJIPG_00069,,putative periplasmic iron-binding protein,909
NMIIJIPG_00070,pheT,Phenylalanine--tRNA ligase beta subunit,2415
NMIIJIPG_00071,pheS,Phenylalanine--tRNA ligase alpha subunit,1086
NMIIJIPG_00072,rplT,50S ribosomal protein L20,402
NMIIJIPG_00073,rpmI,50S ribosomal protein L35,204
NMIIJIPG_00074,nth,Endonuclease III,741
NMIIJIPG_00075,ibpA_1,Small heat shock protein IbpA,426
NMIIJIPG_00076,,hypothetical protein,252
NMIIJIPG_00077,,hypothetical protein,588
NMIIJIPG_00078,,hypothetical protein,573
NMIIJIPG_00079,,hypothetical protein,1161
NMIIJIPG_00080,def,Peptide deformylase,525
NMIIJIPG_00081,fmt,Methionyl-tRNA formyltransferase,930
NMIIJIPG_00082,truA,tRNA pseudouridine synthase A,795
NMIIJIPG_00083,,hypothetical protein,864
NMIIJIPG_00084,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",849
NMIIJIPG_00085,lepA,Elongation factor 4,1806
NMIIJIPG_00086,,hypothetical protein,915
NMIIJIPG_00087,argB,Acetylglutamate kinase,906
NMIIJIPG_00088,,hypothetical protein,255
NMIIJIPG_00089,dnaJ_1,Chaperone protein DnaJ,1146
NMIIJIPG_00090,dnaK,Chaperone protein DnaK,1893
NMIIJIPG_00091,,hypothetical protein,555
NMIIJIPG_00092,kbp,Potassium binding protein Kbp,456
NMIIJIPG_00093,baeR,Transcriptional regulatory protein BaeR,723
NMIIJIPG_00094,sasA_1,Adaptive-response sensory-kinase SasA,1785
NMIIJIPG_00095,hprK,HPr kinase/phosphorylase,465
NMIIJIPG_00096,manX,PTS system mannose-specific EIIAB component,390
NMIIJIPG_00097,,hypothetical protein,297
NMIIJIPG_00098,thpR,"RNA 2',3'-cyclic phosphodiesterase",540
NMIIJIPG_00099,grpE,Protein GrpE,663
NMIIJIPG_00100,hrcA,Heat-inducible transcription repressor HrcA,1071
NMIIJIPG_00101,rdgB,dITP/XTP pyrophosphatase,651
NMIIJIPG_00102,hemW,Heme chaperone HemW,1203
NMIIJIPG_00103,dapE_1,Succinyl-diaminopimelate desuccinylase,1173
NMIIJIPG_00104,,hypothetical protein,744
NMIIJIPG_00105,menH,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",783
NMIIJIPG_00106,infC,Translation initiation factor IF-3,399
NMIIJIPG_00107,,Putative multidrug export ATP-binding/permease protein,1767
NMIIJIPG_00108,,hypothetical protein,4647
NMIIJIPG_00109,bamA_1,Outer membrane protein assembly factor BamA,1965
NMIIJIPG_00110,comM,Competence protein ComM,1533
NMIIJIPG_00111,,hypothetical protein,900
NMIIJIPG_00112,,hypothetical protein,180
NMIIJIPG_00113,gyrB_1,DNA gyrase subunit B,2433
NMIIJIPG_00114,ubiE,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,789
NMIIJIPG_00115,ubiB,putative protein kinase UbiB,1587
NMIIJIPG_00116,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,1398
NMIIJIPG_00117,,hypothetical protein,720
NMIIJIPG_00118,accD,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,921
NMIIJIPG_00119,fpgS,Folylpolyglutamate synthase,1320
NMIIJIPG_00120,,hypothetical protein,999
NMIIJIPG_00121,ahcY,Adenosylhomocysteinase,1398
NMIIJIPG_00122,rcsC_1,Sensor histidine kinase RcsC,2460
NMIIJIPG_00123,,hypothetical protein,1509
NMIIJIPG_00124,,hypothetical protein,3123
NMIIJIPG_00125,addA,ATP-dependent helicase/nuclease subunit A,3471
NMIIJIPG_00126,,Thioredoxin C-1,324
NMIIJIPG_00127,prfC,Peptide chain release factor 3,1578
NMIIJIPG_00128,lysS,Lysine--tRNA ligase,1662
NMIIJIPG_00129,argG,Argininosuccinate synthase,1227
NMIIJIPG_00130,,hypothetical protein,639
NMIIJIPG_00131,rlmN,Dual-specificity RNA methyltransferase RlmN,1230
NMIIJIPG_00132,,hypothetical protein,504
NMIIJIPG_00133,ptsN,Nitrogen regulatory protein,465
NMIIJIPG_00134,lptB_1,Lipopolysaccharide export system ATP-binding protein LptB,801
NMIIJIPG_00135,lptA,Lipopolysaccharide export system protein LptA,609
NMIIJIPG_00136,,hypothetical protein,645
NMIIJIPG_00137,ihfB,Integration host factor subunit beta,279
NMIIJIPG_00138,,hypothetical protein,297
NMIIJIPG_00139,rlmL,Ribosomal RNA large subunit methyltransferase K/L,933
NMIIJIPG_00140,aviRb,23S rRNA (uridine(2479)-2'-O)-methyltransferase,834
NMIIJIPG_00141,lspA,Lipoprotein signal peptidase,504
NMIIJIPG_00142,aas,Bifunctional protein Aas,1842
NMIIJIPG_00143,ybhL,Inner membrane protein YbhL,774
NMIIJIPG_00144,,hypothetical protein,879
NMIIJIPG_00145,polA,DNA polymerase I,2907
NMIIJIPG_00146,dnaQ,DNA polymerase III subunit epsilon,708
NMIIJIPG_00147,coaE,Dephospho-CoA kinase,600
NMIIJIPG_00148,aroE,Shikimate dehydrogenase (NADP(+)),882
NMIIJIPG_00149,maf,dTTP/UTP pyrophosphatase,597
NMIIJIPG_00150,yqfL,"Putative pyruvate, phosphate dikinase regulatory protein",825
NMIIJIPG_00151,rho,Transcription termination factor Rho,1266
NMIIJIPG_00152,mnmE,tRNA modification GTPase MnmE,1308
NMIIJIPG_00153,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,1869
NMIIJIPG_00154,rsmG,Ribosomal RNA small subunit methyltransferase G,648
NMIIJIPG_00155,parA,Chromosome partitioning protein ParA,798
NMIIJIPG_00156,parB,Chromosome-partitioning protein ParB,897
NMIIJIPG_00157,,hypothetical protein,468
NMIIJIPG_00158,,hypothetical protein,495
NMIIJIPG_00159,gloB,Hydroxyacylglutathione hydrolase GloB,762
NMIIJIPG_00160,yciB,Intracellular septation protein,690
NMIIJIPG_00161,ftsY,Signal recognition particle receptor FtsY,1239
NMIIJIPG_00162,mtaB,Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB,1284
NMIIJIPG_00163,dapF,Diaminopimelate epimerase,852
NMIIJIPG_00164,,hypothetical protein,543
NMIIJIPG_00165,zapE,Cell division protein ZapE,1176
NMIIJIPG_00166,mdh,Malate dehydrogenase,963
NMIIJIPG_00167,sucC,Succinate--CoA ligase [ADP-forming] subunit beta,1197
NMIIJIPG_00168,sucD,Succinate--CoA ligase [ADP-forming] subunit alpha,903
NMIIJIPG_00169,sucA,2-oxoglutarate dehydrogenase E1 component,3000
NMIIJIPG_00170,sucB,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,1212
NMIIJIPG_00171,,Dihydrolipoyl dehydrogenase,1407
NMIIJIPG_00172,,Carboxynorspermidine synthase,1239
NMIIJIPG_00173,nspC,Carboxynorspermidine/carboxyspermidine decarboxylase,1098
NMIIJIPG_00174,,hypothetical protein,483
NMIIJIPG_00175,mrpA,Na(+)/H(+) antiporter subunit A,2922
NMIIJIPG_00176,mnhC1,Na(+)/H(+) antiporter subunit C1,342
NMIIJIPG_00177,mrpD,Na(+)/H(+) antiporter subunit D,1623
NMIIJIPG_00178,mrpE,Na(+)/H(+) antiporter subunit E,486
NMIIJIPG_00179,,hypothetical protein,282
NMIIJIPG_00180,,hypothetical protein,411
NMIIJIPG_00181,,hypothetical protein,396
NMIIJIPG_00182,mliC,Membrane-bound lysozyme inhibitor of C-type lysozyme,396
NMIIJIPG_00184,aroB,3-dehydroquinate synthase,1134
NMIIJIPG_00185,aroK,Shikimate kinase 1,591
NMIIJIPG_00186,,hypothetical protein,174
NMIIJIPG_00187,xerD_1,Tyrosine recombinase XerD,939
NMIIJIPG_00188,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,981
NMIIJIPG_00189,,hypothetical protein,750
NMIIJIPG_00190,,hypothetical protein,219
NMIIJIPG_00191,yjiA_1,P-loop guanosine triphosphatase YjiA,1071
NMIIJIPG_00192,dacD,D-alanyl-D-alanine carboxypeptidase DacD,1107
NMIIJIPG_00193,,hypothetical protein,801
NMIIJIPG_00194,thiD_1,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,864
NMIIJIPG_00196,,hypothetical protein,978
NMIIJIPG_00197,,hypothetical protein,891
NMIIJIPG_00198,btuD_1,Vitamin B12 import ATP-binding protein BtuD,795
NMIIJIPG_00199,,hypothetical protein,1041
NMIIJIPG_00200,tyrC,Cyclohexadienyl dehydrogenase,930
NMIIJIPG_00201,,hypothetical protein,855
NMIIJIPG_00202,,hypothetical protein,513
NMIIJIPG_00203,resA,Thiol-disulfide oxidoreductase ResA,696
NMIIJIPG_00204,argH,Argininosuccinate lyase,1401
NMIIJIPG_00205,,hypothetical protein,180
NMIIJIPG_00206,lysA_1,Diaminopimelate decarboxylase,1275
NMIIJIPG_00207,,hypothetical protein,2436
NMIIJIPG_00208,,hypothetical protein,702
NMIIJIPG_00209,sphR,Alkaline phosphatase synthesis transcriptional regulatory protein SphR,684
NMIIJIPG_00210,,hypothetical protein,315
NMIIJIPG_00211,,hypothetical protein,417
NMIIJIPG_00212,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,1095
NMIIJIPG_00213,,hypothetical protein,1221
NMIIJIPG_00214,,hypothetical protein,1563
NMIIJIPG_00215,,hypothetical protein,753
NMIIJIPG_00216,,hypothetical protein,987
NMIIJIPG_00217,gdh,NAD-specific glutamate dehydrogenase,4710
NMIIJIPG_00218,cynT,Carbonic anhydrase 1,663
NMIIJIPG_00220,ffh,Signal recognition particle protein,1569
NMIIJIPG_00221,,hypothetical protein,309
NMIIJIPG_00222,rpsP,30S ribosomal protein S16,357
NMIIJIPG_00223,,hypothetical protein,216
NMIIJIPG_00224,htpX,Protease HtpX,1038
NMIIJIPG_00225,rsmB_1,Ribosomal RNA small subunit methyltransferase B,1368
NMIIJIPG_00226,fzlC,FtsZ-localized protein C,1698
NMIIJIPG_00227,purH,Bifunctional purine biosynthesis protein PurH,1617
NMIIJIPG_00228,,hypothetical protein,153
NMIIJIPG_00229,,hypothetical protein,786
NMIIJIPG_00230,rpmB,50S ribosomal protein L28,306
NMIIJIPG_00231,yhhQ,Queuosine precursor transporter,663
NMIIJIPG_00232,cobT,Aerobic cobaltochelatase subunit CobT,1899
NMIIJIPG_00233,cobS,Aerobic cobaltochelatase subunit CobS,987
NMIIJIPG_00234,dnaJ_2,Chaperone protein DnaJ,621
NMIIJIPG_00235,bolA,DNA-binding transcriptional regulator BolA,279
NMIIJIPG_00236,xerD_2,Tyrosine recombinase XerD,969
NMIIJIPG_00237,,hypothetical protein,810
NMIIJIPG_00238,rimM,Ribosome maturation factor RimM,531
NMIIJIPG_00239,trmD,tRNA (guanine-N(1)-)-methyltransferase,699
NMIIJIPG_00240,rplS,50S ribosomal protein L19,441
NMIIJIPG_00241,,hypothetical protein,402
NMIIJIPG_00242,,hypothetical protein,387
NMIIJIPG_00243,sdhA,Succinate dehydrogenase flavoprotein subunit,1845
NMIIJIPG_00244,,hypothetical protein,111
NMIIJIPG_00245,,hypothetical protein,591
NMIIJIPG_00246,,hypothetical protein,120
NMIIJIPG_00247,,hypothetical protein,582
NMIIJIPG_00248,,hypothetical protein,477
NMIIJIPG_00249,,hypothetical protein,570
NMIIJIPG_00250,,hypothetical protein,387
NMIIJIPG_00251,,hypothetical protein,156
NMIIJIPG_00252,,hypothetical protein,447
NMIIJIPG_00253,,hypothetical protein,1173
NMIIJIPG_00254,pcm_1,Protein-L-isoaspartate O-methyltransferase,660
NMIIJIPG_00255,serS,Serine--tRNA ligase,1278
NMIIJIPG_00256,tatC,Sec-independent protein translocase protein TatC,783
NMIIJIPG_00257,tatB,Sec-independent protein translocase protein TatB,441
NMIIJIPG_00258,tatA,Sec-independent protein translocase protein TatA,312
NMIIJIPG_00259,rlmJ,Ribosomal RNA large subunit methyltransferase J,864
NMIIJIPG_00260,,hypothetical protein,99
NMIIJIPG_00261,uvrC,UvrABC system protein C,1986
NMIIJIPG_00262,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,582
NMIIJIPG_00263,ndk,Nucleoside diphosphate kinase,423
NMIIJIPG_00264,,hypothetical protein,2610
NMIIJIPG_00265,,putative autotransporter,2565
NMIIJIPG_00266,,hypothetical protein,3765
NMIIJIPG_00267,yhjE,Inner membrane metabolite transport protein YhjE,1290
NMIIJIPG_00268,,hypothetical protein,300
NMIIJIPG_00269,,hypothetical protein,447
NMIIJIPG_00270,,hypothetical protein,1191
NMIIJIPG_00271,,hypothetical protein,1095
NMIIJIPG_00272,lptD,LPS-assembly protein LptD,2367
NMIIJIPG_00273,surA,Chaperone SurA,957
NMIIJIPG_00274,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,1017
NMIIJIPG_00275,rsmA,Ribosomal RNA small subunit methyltransferase A,831
NMIIJIPG_00276,gmk,Guanylate kinase,693
NMIIJIPG_00277,mltG,Endolytic murein transglycosylase,1110
NMIIJIPG_00278,fabF_1,3-oxoacyl-[acyl-carrier-protein] synthase 2,1263
NMIIJIPG_00279,acpP,Acyl carrier protein AcpP,237
NMIIJIPG_00280,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,738
